id,name,categories,longitude,latitude,display_address
r0RsyvT7cigz5RMOYpaoeA,Onekahakaha Beach Park,"Beaches, Parks",-155.039601,19.738193,"74 Onekahakaha Rd, Hilo, HI 96720"
45VdMaN9PRfmskCGxu0Vhg,Cronies Bar & Grill,"Hawaiian, New American, Sports Bars",-155.0868397,19.7266042,"11 Waianuenue Ave, Hilo, HI 96720"
2zENwe1b6X1oTAUmvP0wuw,Luquin’s Mexican Restaurant,"Mexican, Salad, Soup",-154.95423068132354,19.50447831040302,"15-1448 Kahakai Blvd, Pāhoa, HI 96778"
Gdw9ouYsToWRFl5X4-_Hig,The Inn At Kulaniapia Falls,"Bed & Breakfast, Hotels",-155.134463310242,19.7238475472603,"100 Kulaniapia Dr, Hilo, HI 96720"
nGh_8FzSq8PHtFFXQ8ydSA,Le Yellow Sub,"Vietnamese, Food Trucks",-155.0608779117465,19.72450621464298,"213 Kalanianaole Ave, Hilo, HI 96720"
E1OGkFW23SAhaEPgfoE3pQ,Ohana Foods,"Delis, Grocery, Convenience Stores",-155.082296,19.683428,"511 W Kawailani St, Hilo, HI 96720"
gdQhxGAG_2qYLGg7eiTZyQ,The Locavore Store,"Grocery, Fruits & Veggies",-155.08711549644488,19.72703904453347,"333 Kilauea Ave, Ste 103, Hilo, HI 96720"
4hFoOx07JqGNtAvKH2TkWQ,Tamari Japanese Lunch Shop,"Japanese, Sushi Bars",-155.085955560207,19.7238580137491,"22 Furneaux Ln, Hilo, HI 96720"
vJgZCs94xqyz8sjriRgBJA,Restaurant Osaka,"Japanese, Korean",-155.064529418945,19.7074432373047,"762 Kanoelehua Ave, Hilo, HI 96720"
ocAwpQeosV_yUGZdio4F1g,Low International Food,"Bakeries, Hawaiian",-155.08519,19.72152,"222 Kilauea Ave, Hilo, HI 96720"
LObRF_NK4-XtTF6oZsK1IQ,Sakura Sushi & Grill,"Sushi Bars, Japanese",-155.06454144432738,19.72082430989023,"200 Kanoelehua Ave, Hilo, HI 96720"
BF772tnQ0QsQb6mdlwycyw,H & K Lunch Shop,Korean,-155.075546264648,19.7070579528809,"14 W Lanikaula St, Ste 102, Hilo, HI 96720"
bFJyxodr6cRuJVBTDhwT1w,Grand Naniloa Hotel Hilo - a DoubleTree by Hilton,Hotels,-155.06489297747407,19.72959449435792,"93 Banyan Dr, Hilo, HI 96720"
5HFkmsvgjlPPnL-k-4An2g,So Juicy Hawaii - Hilo,"Juice Bars & Smoothies, Hawaiian, Desserts",-155.0868,19.72609,"116 Kamehameha Ave, Hilo, HI 96720"
iqqxV0Lr-UUfUqkUpTX2aw,King’s Vietnamese Cuisine,"Vietnamese, Food Trucks",-155.06984976271545,19.710823072181373,"839 Manono St, Hilo, HI 96720"
4n4CO3lirWrMRs8rwXGEeA,Asami's Kitchen,"Sushi Bars, Fast Food",-155.084113,19.720944,"308 Kilauea Ave, Hilo, HI 96720"
1-aWqoAWFmu3Bs1YtA7AXg,Pakalana Inn,Hotels,-155.084296,19.7225984,"132 Punahoa St, Hilo, HI 96720"
effKkJ-HgYQXufml9BURAg,Hilo Yacht Club,"Swimming Pools, Seafood, Tennis",-155.03362345317,19.736476832529,"77 Laehala St, Hilo, HI 96720"
o-37aZwXirMYnnS3Q2FD7A,Wai Oli iCafe & Lounge,"Bars, New American",-155.066871643066,19.7280488328395,"71 Banyan Dr, Hilo, HI 96720"
