9,9749.6,12980.9,12980.9,967.6,967.6,3231.2,3231.2,5434.8,5434.8,483.5,483.5,7024.5,7024.5,201.8,201.8,168.8,168.8,0.0,0.0,381.0,381.0,365.7,365.7,543.5,543.5,549.9,549.9,717.2,717.2,2948.1,2948.1,4268.2,4268.2,7294.0,7294.0
10,9736.3,12967.6,12967.6,928.2,928.2,3099.4,3099.4,5753.7,5753.7,604.4,604.4,6648.7,6648.7,522.4,522.4,490.8,490.8,381.0,381.0,0.0,0.0,15.3,15.3,163.2,163.2,372.2,372.2,538.7,538.7,2627.9,2627.9,3982.6,3982.6,7433.2,7433.2
10,9736.3,12967.6,12967.6,928.2,928.2,3099.4,3099.4,5753.7,5753.7,604.4,604.4,6648.7,6648.7,522.4,522.4,490.8,490.8,381.0,381.0,0.0,0.0,15.3,15.3,163.2,163.2,372.2,372.2,538.7,538.7,2627.9,2627.9,3982.6,3982.6,7433.2,7433.2
11,9751.5,12982.9,12982.9,913.0,913.0,3226.2,3226.2,5738.5,5738.5,589.1,589.1,6664.0,6664.0,507.2,507.2,475.5,475.5,365.7,365.7,15.3,15.3,0.0,0.0,178.5,178.5,387.4,387.4,662.6,662.6,2943.1,2943.1,3997.8,3997.8,7448.5,7448.5
11,9751.5,12982.9,12982.9,913.0,913.0,3226.2,3226.2,5738.5,5738.5,589.1,589.1,6664.0,6664.0,507.2,507.2,475.5,475.5,365.7,365.7,15.3,15.3,0.0,0.0,178.5,178.5,387.4,387.4,662.6,662.6,2943.1,2943.1,3997.8,3997.8,7448.5,7448.5
12,9573.1,12804.4,12804.4,1093.1,1093.1,3169.7,3169.7,5920.4,5920.4,627.0,627.0,6485.5,6485.5,684.9,684.9,653.5,653.5,543.7,543.7,163.4,163.4,178.7,178.7,0.0,0.0,443.0,443.0,610.3,610.3,3024.0,3024.0,4053.4,4053.4,7270.0,7270.0
12,9573.1,12804.4,12804.4,1093.1,1093.1,3169.7,3169.7,5920.4,5920.4,627.0,627.0,6485.5,6485.5,684.9,684.9,653.5,653.5,543.7,543.7,163.4,163.4,178.7,178.7,0.0,0.0,443.0,443.0,610.3,610.3,3024.0,3024.0,4053.4,4053.4,7270.0,7270.0
13,9091.8,12323.1,12323.1,650.1,650.1,2726.8,2726.8,5477.4,5477.4,974.5,974.5,6928.4,6928.4,490.3,490.3,486.6,486.6,550.0,550.0,372.3,372.3,387.6,387.6,442.9,442.9,0.0,0.0,616.7,616.7,2255.7,2255.7,3610.4,3610.4,6789.6,6789.6
13,9091.8,12323.1,12323.1,650.1,650.1,2726.8,2726.8,5477.4,5477.4,974.5,974.5,6928.4,6928.4,490.3,490.3,486.6,486.6,550.0,550.0,372.3,372.3,387.6,387.6,442.9,442.9,0.0,0.0,616.7,616.7,2255.7,2255.7,3610.4,3610.4,6789.6,6789.6
14,9275.1,12506.4,12506.4,1268.6,1268.6,2858.1,2858.1,6094.0,6094.0,1141.7,1141.7,6187.5,6187.5,858.0,858.0,827.0,827.0,717.2,717.2,538.7,538.7,554.0,554.0,610.1,610.1,616.5,616.5,0.0,0.0,2278.2,2278.2,3446.2,3446.2,6921.0,6921.0
14,9275.1,12506.4,12506.4,1268.6,1268.6,2858.1,2858.1,6094.0,6094.0,1141.7,1141.7,6187.5,6187.5,858.0,858.0,827.0,827.0,717.2,717.2,538.7,538.7,554.0,554.0,610.1,610.1,616.5,616.5,0.0,0.0,2278.2,2278.2,3446.2,3446.2,6921.0,6921.0
15,7287.8,9462.4,9462.4,1905.4,1905.4,2080.0,2080.0,6012.8,6012.8,2990.0,2990.0,8472.3,8472.3,2933.0,2933.0,2929.3,2929.3,2991.8,2991.8,2814.1,2814.1,2829.4,2829.4,3023.8,3023.8,2441.8,2441.8,2278.2,2278.2,0.0,0.0,1611.4,1611.4,7294.9,7294.9
15,7287.8,9462.4,9462.4,1905.4,1905.4,2080.0,2080.0,6012.8,6012.8,2990.0,2990.0,8472.3,8472.3,2933.0,2933.0,2929.3,2929.3,2991.8,2991.8,2814.1,2814.1,2829.4,2829.4,3023.8,3023.8,2441.8,2441.8,2278.2,2278.2,0.0,0.0,1611.4,1611.4,7294.9,7294.9
16,5482.9,8714.2,8714.2,3254.6,3254.6,931.8,931.8,7717.9,7717.9,4589.7,4589.7,6389.5,6389.5,4103.3,4103.3,4099.6,4099.6,4161.9,4161.9,3984.2,3984.2,3999.4,3999.4,4156.4,4156.4,3611.8,3611.8,3448.3,3448.3,1656.1,1656.1,0.0,0.0,5678.6,5678.6
16,5482.9,8714.2,8714.2,3254.6,3254.6,931.8,931.8,7717.9,7717.9,4589.7,4589.7,6389.5,6389.5,4103.3,4103.3,4099.6,4099.6,4161.9,4161.9,3984.2,3984.2,3999.4,3999.4,4156.4,4156.4,3611.8,3611.8,3448.3,3448.3,1656.1,1656.1,0.0,0.0,5678.6,5678.6
17,7728.1,10959.4,10959.4,8104.3,8104.3,6681.2,6681.2,12929.8,12929.8,8074.3,8074.3,7273.5,7273.5,8131.4,8131.4,8096.5,8096.5,7990.0,7990.0,7610.2,7610.2,7733.4,7733.4,7446.7,7446.7,7889.7,7889.7,7144.1,7144.1,8714.8,8714.8,7101.5,7101.5,0.0,0.0
17,7728.1,10959.4,10959.4,8104.3,8104.3,6681.2,6681.2,12929.8,12929.8,8074.3,8074.3,7273.5,7273.5,8131.4,8131.4,8096.5,8096.5,7990.0,7990.0,7610.2,7610.2,7733.4,7733.4,7446.7,7446.7,7889.7,7889.7,7144.1,7144.1,8714.8,8714.8,7101.5,7101.5,0.0,0.0
