,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,business_hours,business_hours_text
823,Aquarium At Moody Gardens,ChIJPwCBj_icP4YR_Fn54MtnQuk,"1 Hope Boulevard, Galveston","{'lat': 29.2743695, 'lng': -94.8532372}",OPERATIONAL,"['aquarium', 'point_of_interest', 'establishment']",,,,,4.6,3522.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
824,Rainforest Pyramid,ChIJxe0Yk1ecP4YRi-IoXuU5PpU,"1 Hope Boulevard, Galveston","{'lat': 29.27549299999999, 'lng': -94.852722}",OPERATIONAL,"['aquarium', 'amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.7,2724.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
825,HCA Houston Healthcare Mainland,ChIJ7adOBch-P4YRy2vLiFqmPvU,"6801 Emmett F Lowry Expressway, Texas City","{'lat': 29.3946557, 'lng': -94.9865762}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,3.7,669.0,,,,,,,,,
826,University General Hospital,ChIJT7KVe8d-P4YRWYeNn0Z5le0,"7111 Medical Center Drive, Texas City","{'lat': 29.3936434, 'lng': -94.9902163}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,5.0,5.0,,,,,,,,,
827,UTMB - Department of Ophthalmology,ChIJcxmGRkqeP4YRyC38wnPcAvg,"700 University Boulevard, Galveston","{'lat': 29.3076689, 'lng': -94.7730232}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,3.7,6.0,,,,,,,,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']"
828,Texas Department Criminal Justice Hospital,ChIJfZ-CczeeP4YRcdsPnmbsKG0,"809 Harborside Drive, Galveston","{'lat': 29.3124227, 'lng': -94.77788319999999}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,2.4,26.0,,,,,,,,,
829,Shriners Hospitals for Children,ChIJEVcF1jeeP4YRrE2Ay2TtPbc,"815 Market Street, Galveston","{'lat': 29.3093201, 'lng': -94.7770663}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,4.6,240.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
830,UTMB Health Transplant Services - Galveston,ChIJUX_ZkzeeP4YRn1aDyDX0FVc,"1005 Harborside Drive f6, Galveston","{'lat': 29.311276, 'lng': -94.7786476}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,1.0,1.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
831,UTMB Health Blocker Burn Unit - Galveston,ChIJ6z33KzaeP4YRydYlk0xApCE,"712 Texas Avenue 2nd floor, Galveston","{'lat': 29.3114867, 'lng': -94.77805839999999}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,5.0,11.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
832,John Sealy Hospital,ChIJ6z33KzaeP4YRyBqWpTOVS6I,"301 8th Street, Galveston","{'lat': 29.3107035, 'lng': -94.7772529}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,3.8,157.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
833,UTMB Health Children's Hospital - Galveston,ChIJNRj3KzaeP4YRnzFNz7rbmI0,"301 8th Street floor, Galveston","{'lat': 29.3103147, 'lng': -94.7769086}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
834,UTMB Health,ChIJ8cALvzeeP4YRLPh4UfvffEU,"301 University Boulevard, Galveston","{'lat': 29.3116372, 'lng': -94.7775436}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,3.5,210.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
835,Rebecca Sealy Hospital,ChIJFYjnHzaeP4YRtbJyhOHmKw8,"404 Saint Marys Boulevard, Galveston","{'lat': 29.3099984, 'lng': -94.7758686}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,5.0,4.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
836,UTMB Health Heart Station and Cardiac Catheterization Lab - Galveston,ChIJ6z33KzaeP4YRCkxEfVIXVYo,"712 Texas Avenue Suite 6.406, Galveston","{'lat': 29.3125358, 'lng': -94.7762743}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,5.0,1.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
837,Jennie Sealy Hospital,ChIJWw4CRjaeP4YREFVO1pZsZ8k,"712 Texas Avenue, Galveston","{'lat': 29.3125626, 'lng': -94.7760586}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,4.0,84.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
838,UTMB Alumni Field House,ChIJ70oQpTWeP4YR-E0hsJ7Lv44,"301 Holiday Drive, Galveston","{'lat': 29.3121337, 'lng': -94.7730484}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,4.5,47.0,,,,,,,,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20098:00\u202fPM']"
839,A Med Home Health,ChIJFS9SgtZ4P4YRPCUusYoNeYE,La Marque,"{'lat': 29.36856739999999, 'lng': -94.9713134}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
840,DaVita Texas City PD,ChIJf-nkKVl-P4YR5R6EY-bsDGY,"13003 Delany Road, La Marque","{'lat': 29.3818376, 'lng': -95.0208612}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
841,Galveston VA Clinic,ChIJzy-EzXieP4YRwlhwVJbJTVo,"3828 Ursuline Street, Galveston","{'lat': 29.2913593, 'lng': -94.8087826}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,3.7,15.0,,,,,,,,"[{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
842,Shriners Burns Hospital,ChIJkyzQhUmeP4YR3R2lf_nkcoU,"815 Market Street, Galveston","{'lat': 29.30970820000001, 'lng': -94.77695469999999}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,4.4,7.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
843,DaVita Island Dialysis,ChIJYdXfzrWdP4YRmKhGushllBM,"5920 Broadway Avenue J, Galveston","{'lat': 29.2897406, 'lng': -94.83525390000001}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,1.8,4.0,,,,,,,,"[{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '1730'}, 'open': {'day': 6, 'time': '0530'}}]","['Monday: 5:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 5:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 5:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 5:30\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: Closed']"
844,Urgent care,ChIJsWYNunmfP4YRwf5HO5Z4ayY,"4222 Seawall Boulevard, Galveston","{'lat': 29.2773197, 'lng': -94.8082065}",OPERATIONAL,"['hospital', 'point_of_interest', 'health', 'establishment']",,,,,4.3,4.0,,,,,,,,,
845,Galveston Emergency Med Services,ChIJ91na4mCeP4YRjbUuzRgoKYA,"2602 Avenue Q, Galveston","{'lat': 29.2896039, 'lng': -94.79246309999999}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
846,Hospital,ChIJ7-fkgU2fP4YRBNNq-wVjsm0,"521 8th Street, Galveston","{'lat': 29.3107328, 'lng': -94.7770173}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
847,Design A Case,ChIJAQDAPjaeP4YRcVsDrd_AP2k,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
848,Emergencias hospital,ChIJEUyhphufP4YRl1ulgeBi6dw,"Texas 275, Galveston","{'lat': 29.31392269999999, 'lng': -94.77488160000001}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
849,DaVita Mainland Dialysis,ChIJ7489Ji5_P4YRDu-0Z59Ty4Y,"4201 Gulf Freeway, La Marque","{'lat': 29.3731765, 'lng': -95.00263629999999}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
850,DaVita Lamarque Dialysis,ChIJsYE8e25_P4YRoqlqzUGNmZA,"7236 Medical Center Drive, Texas City","{'lat': 29.3955385, 'lng': -94.9911508}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,5.0,1.0,,,,,,,,,
851,Texas City VA Clinic,ChIJezMjSIh-P4YRdPumohOYW2U,"9300 Emmett F Lowry Expressway, Texas City","{'lat': 29.4038905, 'lng': -95.0160832}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,2.8,56.0,,,,,,,,,
852,UTMB Health - Texas City,ChIJfwIjWGR-P4YRuxZLAubEMKs,"10121 Emmett F Lowry Expressway, Texas City","{'lat': 29.4011872, 'lng': -95.0229688}",OPERATIONAL,"['hospital', 'health', 'point_of_interest', 'establishment']",,,,,3.3,3.0,,,,,,,,,
853,Kermit Courville Stadium,ChIJWQvSzWWeP4YRjWeext6iKao,"1429 27th Street, Galveston","{'lat': 29.295101, 'lng': -94.7960952}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.2,115.0,,,,,,,,,
854,Etheredge Stadium,ChIJ_dthjNB4P4YRY4yHD3cz0sw,La Marque,"{'lat': 29.3639711, 'lng': -94.9673975}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,3.9,48.0,,,,,,,,,
855,Weis Collegiate Academy Field,ChIJHwroEPGdP4YRlbPCfmpbIn8,"7100 Stewart Road, Galveston","{'lat': 29.265021, 'lng': -94.83880359999999}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,5.0,3.0,,,,,,,,,
856,Spoor Field,ChIJC4hrRPKfP4YRtcCyUVVqZZ4,"4102 Avenue Q, Galveston","{'lat': 29.28507919999999, 'lng': -94.8106251}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.4,7.0,,,,,,,,,
857,Stingaree Stadium,ChIJ800M6AV5P4YRIe23Z0a_5UU,Texas City,"{'lat': 29.3919429, 'lng': -94.9182986}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.5,83.0,,,,,,,,,
858,Bulldog Stadium,ChIJnd6-tGt_P4YRnX4UygLeEIE,"6625 Farm to Market 2004, Hitchcock","{'lat': 29.34725940000001, 'lng': -95.0297964}",OPERATIONAL,"['stadium', 'point_of_interest', 'establishment']",,,,,4.2,20.0,,,,,,,,,
859,"Dr. Gerardo Correa, MD",ChIJ8cALvzeeP4YRW4UfNdOm_FI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
860,Texas A&M University at Galveston,ChIJpWF4AeKcP4YRr1_9-oDh0Ew,"200 Seawolf Parkway, Galveston","{'lat': 29.3154967, 'lng': -94.8182868}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.6,121.0,,,,,,,,,
861,"Dr. Dallas E. Bailes, MD",ChIJ8cALvzeeP4YRg9_zI3Mu8U4,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
862,"Dr. Purushothaman Madhu, MD",ChIJ8cALvzeeP4YRqMIsAUPwm9Y,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
863,"Dr. Gina T. Desanto, MD",ChIJ8cALvzeeP4YRHEQbEq0a5oM,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
864,"Dr. Venkata C. Sami, MD",ChIJ8cALvzeeP4YRGsi9cDGQW2M,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
865,Galveston College,ChIJvTkeiICeP4YRMy-1by2TXZY,"4015 Avenue Q, Galveston","{'lat': 29.2840785, 'lng': -94.8084945}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.4,65.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
866,"Dr. Ghassan H. Abu Said, MD",ChIJ8cALvzeeP4YRGgi6cPzOBEA,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
867,"Dr. Remy Teqwimuah, DO",ChIJ8cALvzeeP4YRHpxGeAN08L4,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
868,"Crystal A. Talavera, WHCNP",ChIJ8cALvzeeP4YRXCcA0vcaz-M,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
869,Brooks Magdalena MD,ChIJ8cALvzeeP4YRbFAwRozA684,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
870,"Maria E. Rivera, CNM",ChIJ8cALvzeeP4YRO-JOzTabsfI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
871,"Rogelio B. Fontanilla, CRNA",ChIJ8cALvzeeP4YRVzlxtt06tIw,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
872,Sawhney Charu DO,ChIJ8cALvzeeP4YRzR0SwFdQ1PI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
873,Coonfield Kimberly MD,ChIJ8cALvzeeP4YRDtze7_Q-wqw,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
874,University of Texas Med Branch: Calldenter David L MD,ChIJHaHSqDaeP4YRTS3TuB3xe6A,"400 Harborside Drive, Galveston","{'lat': 29.3148868, 'lng': -94.7747012}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,3.0,3.0,,,,,,,,,
875,Island Pediatrics,ChIJ8cALvzeeP4YR8gAmRR1zArI,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
876,University of Texas Med Branch: Goode Holly M,ChIJ8cALvzeeP4YRYvQkTJm-C_A,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'doctor', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
877,University of Texas Med Branch: Moorhead Terry A,ChIJ8cALvzeeP4YRrCcV3DF80HY,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'doctor', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
878,Doguet Lisa M MD,ChIJ8cALvzeeP4YRmLTnmf4X-Ng,"301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}",OPERATIONAL,"['university', 'point_of_interest', 'health', 'establishment']",,,,,,,,,,,,,,,
879,College of the Mainland,ChIJC1yXW5V-P4YRcR55gDBnfbY,"1200 North Amburn Road, Texas City","{'lat': 29.3955473, 'lng': -94.9998366}",OPERATIONAL,"['university', 'point_of_interest', 'establishment']",,,,,4.5,147.0,,,,,,,,,
