,Name,place_id,Address,Coordinates,business_status,types,delivery,dine_in,takeout,price_level,rating,user_ratings_total,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,serves_beer,serves_wine,business_hours,business_hours_text
784,Marshalls,ChIJ1dhGREicP4YRayxg8grPTYI,"2711 61st Street, Galveston","{'lat': 29.2705713, 'lng': -94.83066269999999}",OPERATIONAL,"['department_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",,,,,4.3,562.0,,,,,,,,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']"
785,Island Bay Resort Apartment Homes,ChIJsz-DP1qcP4YRapVw7taT4yQ,"7400 Jones Drive, Galveston","{'lat': 29.2706019, 'lng': -94.8446427}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,3.4,141.0,,,,,,,,"[{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']"
786,Diamond Beach,ChIJW6WxN6GcP4YR0jyHX1_B_r0,"10327 Termini-San Luis Pass Road, Galveston","{'lat': 29.24318190000001, 'lng': -94.86815829999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,4.4,419.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
787,Galveston Island Convention Center at The San Luis Resort,ChIJ2eCakN5-P4YRL580Bd-u9tY,"5600 Seawall Boulevard, Galveston","{'lat': 29.26960369999999, 'lng': -94.8221817}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,4.6,822.0,,,,,,,,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
788,Comfort Suites,ChIJUXr1v4mcP4YRI2qhPYF3MKg,"3606 89th Street, Galveston","{'lat': 29.2533079, 'lng': -94.853223}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,3.6,513.0,,,,,,,,,
789,ATM,ChIJodw0L4aeP4YRhNpEYKupSFU,"5002 Seawall Boulevard, Galveston","{'lat': 29.2727268, 'lng': -94.8166734}",OPERATIONAL,"['atm', 'finance', 'point_of_interest', 'establishment']",,,,,3.0,2.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
790,Gaido's Seaside Inn,ChIJRdFgmoaeP4YRWDAkjvUwjMI,"3700 Seawall Boulevard, Galveston","{'lat': 29.280281, 'lng': -94.80366509999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,4.1,1462.0,,,,,,,,,
791,Target,ChIJV9a-krGdP4YRX302Aw8WfCo,"6128 Broadway Street, Galveston","{'lat': 29.2910348, 'lng': -94.8404063}",OPERATIONAL,"['department_store', 'furniture_store', 'shoe_store', 'grocery_or_supermarket', 'electronics_store', 'clothing_store', 'home_goods_store', 'store', 'food', 'point_of_interest', 'establishment']",,,,2.0,4.3,301.0,,,,,,,,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']"
792,My Galveston Getaway at the Maravilla,ChIJdQPZf4-cP4YRY2i4g_udaHs,"9520 Seawall Boulevard, Galveston","{'lat': 29.2486135, 'lng': -94.85973279999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
793,Blue Pearl,ChIJexSxf4-cP4YRclQ2nqEpTo0,"9520 Seawall Boulevard #114, Galveston","{'lat': 29.2487222, 'lng': -94.8597063}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
794,Dawn Beach Condominiums,ChIJgZMCw0GcP4YRhGCD0Uo5hl8,"7000 Seawall Boulevard, Galveston","{'lat': 29.2621921, 'lng': -94.83519609999999}",OPERATIONAL,"['travel_agency', 'real_estate_agency', 'lodging', 'point_of_interest', 'establishment']",,,,,4.5,473.0,,,,,,,,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']"
795,Galveston Primetime,ChIJN1CXLYicP4YR4fOMp8qgGD4,"8902 Seawall Boulevard, Galveston","{'lat': 29.2530127, 'lng': -94.8542107}",OPERATIONAL,"['movie_theater', 'point_of_interest', 'establishment']",,,,,4.2,1321.0,,,,,,,,,
796,Galveston County Jail,ChIJ8QTO0TacP4YRp2FMeu_1qOo,"5700 Ball Street, Galveston","{'lat': 29.2929677, 'lng': -94.83140399999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,,,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
797,Aqua View @ Seascape,ChIJVyzhNp-cP4YR49PqSG2GAN4,"10811 Termini-San Luis Pass Road #1113, Galveston","{'lat': 29.2418638, 'lng': -94.8712812}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,5.0,2.0,,,,,,,,,
798,Galveston Fishing Pier,ChIJKz3AN4icP4YRZiJGfYrRW90,"9001 Seawall Boulevard, Galveston","{'lat': 29.2505778, 'lng': -94.85318889999999}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,4.4,979.0,,,,,,,,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']"
799,Inverness By the Sea,ChIJ5WBTamicP4YR4-xfKxlb_RM,"7600 Seawall Boulevard, Galveston","{'lat': 29.2593028, 'lng': -94.84058329999999}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,3.9,318.0,,,,,,,,,
800,Maravilla Condos,ChIJ0TRchYWcP4YRsSayVep3UR0,"9520 Seawall Boulevard, Galveston","{'lat': 29.24891269999999, 'lng': -94.8598828}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,3.9,250.0,,,,,,,,,
801,Captain's Landing Apartments,ChIJM_bFvkacP4YRht8R368CfnA,"3102 69th Street, Galveston","{'lat': 29.2679327, 'lng': -94.83543619999999}",OPERATIONAL,"['real_estate_agency', 'point_of_interest', 'establishment']",,,,,4.0,174.0,,,,,,,,"[{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']"
802,Maravilla Owners Association,ChIJ7RSxf4-cP4YRWKkFOQJDpD8,"9520 Seawall Boulevard, Galveston","{'lat': 29.2487872, 'lng': -94.8597841}",OPERATIONAL,"['point_of_interest', 'establishment']",,,,,3.0,2.0,,,,,,,,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20095:00\u202fPM']"
803,Walmart Auto Care Centers,ChIJ6cZj7UCcP4YRywEvV3RPWXQ,"6702 Seawall Boulevard, Galveston","{'lat': 29.2651472, 'lng': -94.8329455}",OPERATIONAL,"['car_repair', 'store', 'point_of_interest', 'establishment']",,,,1.0,3.1,89.0,,,,,,,,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']"
804,Comfort Inn & Suites Beachfront,ChIJlSuO5z6cP4YRUhFaEko6iW4,"6302 Seawall Boulevard, Galveston","{'lat': 29.266316, 'lng': -94.828926}",OPERATIONAL,"['lodging', 'point_of_interest', 'establishment']",,,,,3.5,963.0,,,,,,,,,
805,Bowlero Texas City,ChIJqyGKIaJ5P4YRf1EPSdwXqBU,"2404 Palmer Highway, Texas City","{'lat': 29.395144, 'lng': -94.92949999999999}",OPERATIONAL,"['bowling_alley', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",,,,,4.3,416.0,,,,,,,,,
806,Texas Entertainment Xperience,ChIJDbU0flB_P4YRY-kXwGSdxvQ,"10000 Emmett F Lowry Expressway Suite 3161, Texas City","{'lat': 29.4051282, 'lng': -95.0231881}",CLOSED_TEMPORARILY,"['bowling_alley', 'bar', 'point_of_interest', 'establishment']",,,,,4.1,110.0,,,,,,,,,
807,Scholes International Airport,ChIJ2zGVL_KcP4YRi-_i6dFG-Ik,"2115 Terminal Drive, Galveston","{'lat': 29.26820749999999, 'lng': -94.8552093}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,4.7,36.0,,,,,,,,"[{'open': {'day': 0, 'time': '0000'}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
808,Shell Pelican Island Heliport,ChIJBdQCEyOeP4YR_Ry9JwurrT8,Galveston,"{'lat': 29.3227361, 'lng': -94.7868622}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
809,Westwind Helicopters Inc,ChIJKQJ2yP9_QIYR140K_orNtAE,"8426 Farm to Market 2004, Santa Fe","{'lat': 29.32361789999999, 'lng': -95.0603103}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,4.6,8.0,,,,,,,,,
810,Airport Control Tower,ChIJ_7_ePRWdP4YRPoquvu1aJjc,"8710 Cessna Drive, Galveston","{'lat': 29.263134, 'lng': -94.8562417}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
811,Island Jet Center,ChIJUQ4O_jidP4YRng5QkQ0iBcM,"2115 Terminal Drive, Galveston","{'lat': 29.2681865, 'lng': -94.8553451}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,4.7,13.0,,,,,,,,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']"
812,Johnnie Volk Field-37TE,ChIJhcv7cgV_P4YRYFGqJgEP2f0,Hitchcock,"{'lat': 29.360259, 'lng': -95.0088859}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,4.7,3.0,,,,,,,,,
813,Galvestonian Heliport,ChIJXWgN8P2fP4YRiIXeL-UbnD4,Galveston,"{'lat': 29.33361109999999, 'lng': -94.73361109999999}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
814,Houston Oil and Minerals Port Bolivar Heliport,ChIJw7aybVR0P4YR4ja6HTqnrow,Port Bolivar,"{'lat': 29.3832897, 'lng': -94.77352909999999}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
815,Old Forker Ultralight Airport,ChIJOV2PLN9_QIYRWXK1TW8a9ho,Santa Fe,"{'lat': 29.3188472, 'lng': -95.0857611}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
816,Houston Oil and Minerals Port Bolivar Number 2 Heliport,ChIJc47b__l0P4YRbRwjq2_LPTg,Port Bolivar,"{'lat': 29.39106719999999, 'lng': -94.7640844}",OPERATIONAL,"['airport', 'point_of_interest', 'establishment']",,,,,,,,,,,,,,,
817,Moody Gardens,ChIJY47Vz1ecP4YR4hJNhlhX9AI,"1 Hope Boulevard, Galveston","{'lat': 29.272762, 'lng': -94.8525073}",OPERATIONAL,"['amusement_park', 'aquarium', 'zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",,,,,4.4,15573.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
818,Galveston Island Historic Pleasure Pier,ChIJPdkEDmCeP4YRbbMJW29PWGE,"2501 Seawall Boulevard, Galveston","{'lat': 29.28752919999999, 'lng': -94.7902046}",OPERATIONAL,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.4,16678.0,,,,,,,,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 4:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']"
819,Palm Beach At Moody Gardens,ChIJY47Vz1ecP4YRAsZJswJXWRs,"8928, 1 Hope Boulevard, Galveston","{'lat': 29.275732, 'lng': -94.850972}",OPERATIONAL,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.5,958.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
820,Schlitterbahn Waterpark Galveston,ChIJAUwm2_ecP4YRgYyjX6rC1mg,"2109 Gene Lucas Blvd, Galveston","{'lat': 29.2703671, 'lng': -94.85173689999999}",OPERATIONAL,"['amusement_park', 'point_of_interest', 'establishment']",,,,,4.3,4957.0,,,,,,,,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']"
821,Rainforest Pyramid,ChIJxe0Yk1ecP4YRi-IoXuU5PpU,"1 Hope Boulevard, Galveston","{'lat': 29.27549299999999, 'lng': -94.852722}",OPERATIONAL,"['aquarium', 'amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",,,,,4.7,2724.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
822,Moody Gardens,ChIJY47Vz1ecP4YR4hJNhlhX9AI,"1 Hope Boulevard, Galveston","{'lat': 29.272762, 'lng': -94.8525073}",OPERATIONAL,"['amusement_park', 'aquarium', 'zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",,,,,4.4,15573.0,,,,,,,,"[{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']"
